,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ABLIM1,2728.21122269014,-0.298300195326303,0.0501531070910213,-5.94779092718877,2.71785427370435e-09,3.66910326950088e-08
ABLIM2,41.7730594647397,0.280771530826014,0.19171376527921,1.46453506046945,0.143047810734437,0.249293417525361
ABLIM3,95.035130581639,0.538012337380951,0.155362884585892,3.4629399345602,0.00053430765681345,0.00218525677867995
ABO,1.71386511694866,-0.140223079026161,0.119234538458553,-1.17602735615825,0.239583944583,NA
ABP1,1.36873584609606,0.0116358518954306,0.105737195318788,0.110045021152203,0.912373669991627,NA
ABR,1927.54632753945,-0.289287793611206,0.0587562076660692,-4.92352731911024,8.49980043208768e-07,6.81611389583467e-06
ABRA,0,NA,NA,NA,NA,NA
ABT1,1902.29429532896,-0.285073551004911,0.0626528737582413,-4.55004749031823,5.36338094033586e-06,3.63795536600713e-05
ABTB1,160.136680604325,0.220740462409417,0.126286148263274,1.74793883133746,0.0804746199072006,0.157620253739103
ABTB2,678.729042133574,0.0048640828909611,0.078982884641462,0.0615840116886248,0.95089410959695,0.970378914241655
ACAA1,839.922278254878,-0.175558630061249,0.0801329585631552,-2.19084173614888,0.02846324720824,0.0673348505643157
ACAA2,876.817342312212,-0.0658155712229585,0.0690919448291269,-0.952579513946651,0.340803160955442,0.481951314536156
ACACA,3868.82104324149,-0.0292230557429087,0.0517723452198482,-0.564453003216577,0.572445875683499,0.697776537518838
ACACB,472.582071531995,-0.0934381334643335,0.0874645046934604,-1.0682977488046,0.285386223650199,0.421004602485867
ACAD10,491.334364050816,0.324719887950302,0.0853386482030059,3.80507419308833,0.000141761691688229,0.000672184973505726
ACAD11,97.0736212111945,0.282183347216409,0.155923693819646,1.80975283681263,0.0703341247675569,0.141386651252528
ACAD8,607.105760857961,-0.0696572253828869,0.0775289393255152,-0.898467410864762,0.368936411848684,0.509948915852788
ACAD9,1724.7237984278,-0.28293667974772,0.0548696155419939,-5.15652746885346,2.5157159265052e-07,2.27039887621339e-06
ACADL,107.496209332551,-0.393517561136587,0.146935412021125,-2.6781669287456,0.00740263152453905,0.0215893565351447
ACADM,2093.32575906283,0.102247920429825,0.0575422504112568,1.7769190412098,0.075581561025579,0.150106358583931
ACADS,198.343598097897,0.313563933913624,0.122860295593249,2.55219908433017,0.0107045332898123,0.0295568883179654
ACADSB,1196.2810164726,-0.263361896263724,0.0627563690911201,-4.19657638065917,2.70980101496424e-05,0.000153696526317503
ACADVL,1325.11670297654,0.666512324956904,0.0780398072245543,8.54067108391311,1.33444556326173e-17,7.43964787572708e-16
ACAN,19.6342801265608,0.827243698137169,0.207732579237235,3.98225305426184,6.8265039054229e-05,0.000350994464258996
ACAP1,5.43621832839527,0.118882774694803,0.175985660107271,0.6755253503174,0.499342051019159,0.634519829124696
ACAP2,1904.39318422691,-0.0105146503481901,0.0630576108111955,-0.16674672910892,0.867569335709481,0.916293932519839
ACAP3,992.44419201376,0.0877449085165998,0.0724428706096246,1.21122903852656,0.225807636461126,0.353245179946824
ACAT1,2313.70358371552,-0.0128636070349524,0.0520846702617055,-0.246974915465869,0.804927637380275,0.873305855247529
ACAT2,2498.73073144538,-0.000551359857347159,0.0520535880779819,-0.0105921585371053,0.991548838265986,0.994532130239155
ACBD3,3434.6920733577,0.0722368233962034,0.0553930386959705,1.30407764399208,0.192207110462081,0.313031221275982
ACBD4,440.669498235299,0.189239396804945,0.0960335429445617,1.97055519355554,0.0487747759591234,0.10519355232272
ACBD5,1427.91961624228,-0.219139580469335,0.0591488548508365,-3.70488289286358,0.000211488418629114,0.0009617659572123
ACBD6,1119.1092962349,-0.0430345476210097,0.0633077810135683,-0.679767114437108,0.496651932417495,0.631878600598489
ACBD7,485.700742652615,-0.370016354168337,0.0863104035137683,-4.28704233910008,1.81067792405513e-05,0.000107242291114723
ACCN1,0.789290159669108,-0.0642497197518356,0.082200060263007,-0.781626187940282,0.434434291818936,NA
ACCN2,853.019923894425,0.640418214501717,0.0802027214341853,7.98499356442969,1.40529637149927e-15,5.91637016196922e-14
ACCN3,75.3972201617344,0.306228372763258,0.174316000415375,1.75674276620362,0.0789616644979116,0.155374076765276
ACCN4,19.9767360384781,-0.327205654937106,0.207230403740599,-1.57894618275553,0.114348401723062,0.208701803591757
ACCN5,0,NA,NA,NA,NA,NA
ACCS,117.89647501705,0.1880598578857,0.143069971333755,1.31446072248797,0.188691207530913,0.3086592103963
ACCSL,0.367553527320858,-0.000868792374341964,0.0598319993861261,-0.0145205305397737,0.988414699987734,NA
ACD,407.318426719231,-0.26657357193938,0.0991929207235491,-2.68742537264651,0.00720051902777886,0.0210902776257428
ACE,151.2896081189,0.863830282707669,0.135295795041191,6.38475336535533,1.71673926900442e-10,2.91809947546172e-09
ACE2,26.3445190465379,0.164709457175564,0.203635735498589,0.80884357930735,0.418605125653771,0.560071646126164
ACER1,0.568351023846929,-0.0291459812495554,0.0716782350162747,-0.406622473934211,0.684285288364661,NA
ACER2,83.2645179310152,0.418543994673907,0.158519683543756,2.64032822497011,0.00828257681525639,0.0237820165718427
ACER3,826.266799002957,0.0367400186516226,0.0730922312071657,0.502652854411985,0.615208361836299,0.733160326154224
ACHE,88.3289273993494,1.55830629824954,0.163360493654907,9.53906457666201,1.44126420147374e-21,1.39307992491559e-19
ACIN1,6669.03721448373,-0.183245894431712,0.0529178727433181,-3.46283561549344,0.000534514843905682,0.00218533999829111
ACLY,13614.1321477457,-0.168516637984024,0.0426425433682149,-3.95184303452298,7.75516042883576e-05,0.00039366235427294
ACMSD,0,NA,NA,NA,NA,NA
ACN9,644.172969372486,0.20958400859713,0.0784735732941562,2.67075908231564,0.00756799427979947,0.0220166405144829
ACO1,815.800269307875,-0.246951890144765,0.0708269556559075,-3.4866935597869,0.000489031357237677,0.00202441135845855
ACO2,1984.65673618092,-0.188798877030696,0.0580878494935509,-3.25023010279727,0.00115311665459118,0.00430147534888032
ACOT1,52.5356624231797,0.0750918094324716,0.183057314564819,0.410209281235152,0.681652433093346,0.785190924094196
ACOT11,73.9045617552995,-0.16540285296494,0.170301623454157,-0.971234739928735,0.331431398037594,0.471391544357344
ACOT12,1.84227045352563,0.0920917165018951,0.119319843605089,0.771805541471286,0.440229609168686,NA
ACOT13,988.587916556172,0.0741640385659089,0.065476241411693,1.13268625331729,0.257346032513379,0.389488320310021
ACOT2,299.069716358782,-0.0291862037572467,0.106762607922668,-0.273374773482372,0.784565142330788,0.860001497776628
ACOT4,0.768561227136272,-0.0551960491902964,0.0834882546345212,-0.661123524882907,0.508533099812229,NA
ACOT6,0.748701353317301,0.0169803629650513,0.0743885852007981,0.228265706616358,0.819439682965077,NA
ACOT7,1438.56027624014,-0.384652703113787,0.0651781856272099,-5.90155585664548,3.60089468946678e-09,4.76280281396274e-08
ACOT8,379.040662172946,-0.00856101017221693,0.0959024496434724,-0.0892678988288975,0.928869005214325,0.956684067156062
ACOT9,616.938826735985,0.147519227658271,0.0763809063303543,1.93136262379812,0.0534382239229212,0.113218338233582
ACOX1,1550.32563161514,-0.158395442368009,0.0610732479380575,-2.59353231923507,0.00949956102839024,0.0267037452033771
ACOX2,11.4351377058615,0.355748690986522,0.202567347112781,1.7561995852592,0.0790543355059081,0.155509702611875
ACOX3,263.40110267249,-0.111787821396607,0.108975773260967,-1.02580434211654,0.304983818972335,0.442718446895325
ACOXL,92.1215367655233,-0.405942939902209,0.151478261000453,-2.67987589256122,0.00736494607561622,0.0215024833146007
ACP1,3084.75106367458,-0.119347098584453,0.0498527750063792,-2.39399107811313,0.0166661541871032,0.0429335481227457
ACP2,649.266828179886,-0.448255497794524,0.0786059625639124,-5.70256356100289,1.18018881548771e-08,1.40923861849355e-07
ACP5,3.18715734567757,-0.0720770584396909,0.149232722614024,-0.482984275681353,0.629106901137918,0.744024126128576
ACP6,566.469232463659,0.145172219163401,0.0811794682762551,1.78828738652706,0.0737296538172307,0.147126056084103
ACPL2,704.914881651976,0.0101177812660056,0.0747904162190399,0.135281788463023,0.892389083407092,0.933850047562691
ACPP,88.4663117399324,-0.019956971906103,0.158516648249086,-0.125898270790734,0.899812451494503,0.938741190961175
ACPT,0.519761541817849,-0.0961264533884838,0.0673403906178212,-1.42747097999524,0.153444184160416,NA
ACR,1.77009534508683,-0.0086082230781455,0.121584074603069,-0.0708005806372949,0.943556469704515,NA
ACRBP,10.0521296436956,-0.241966493154172,0.199059874681872,-1.21554629500732,0.224157803040139,0.351319762842427
ACRC,103.036852367383,0.0284652925500061,0.158317656055217,0.179798597700804,0.857310684549577,0.909302644770946
ACRV1,0.99686232789736,-0.0775667629369392,0.0899076405132024,-0.862738277794634,0.388281381643164,NA
ACSBG1,20.0807177478595,-0.117222553903245,0.207586847646978,-0.564691622961555,0.572283533076985,0.697682775790175
ACSBG2,1.03275992771621,0.109257050326297,0.0899682969920288,1.21439500334187,0.224596922552116,NA
ACSF2,375.304916014202,0.664810038244458,0.0963098096410822,6.90282787103417,5.09773860732026e-12,1.13294639660648e-10
ACSF3,361.034839511257,-0.164314542872692,0.0933949890586336,-1.75935073743126,0.0785179537241559,0.154640797454074
ACSL1,1474.98326116943,0.0400459189793856,0.0598100073563447,0.66955214937183,0.503143326273276,0.638010109817882
ACSL3,3213.20511651708,-0.026721711803564,0.0585170800837372,-0.456648072072728,0.647924020572945,0.759079027186334
ACSL4,4482.79885329444,0.562754888625641,0.0604940100949558,9.30265472138978,1.36981958764214e-20,1.18391550074785e-18
ACSL5,10.0770255314568,-0.220052078743195,0.193303084343207,-1.13837851832977,0.254962460099812,0.386812648437859
ACSL6,174.872947904839,0.610730994044061,0.126669092432095,4.82146814442097,1.42505480728417e-06,1.0918513263127e-05
ACSM1,0.826550047809957,-0.0304171647213119,0.084667028142609,-0.359256317229875,0.7194033497157,NA
ACSM2A,0,NA,NA,NA,NA,NA
ACSM2B,0,NA,NA,NA,NA,NA
ACSM3,64.4962029025438,0.217386229443831,0.173082182720009,1.25597115790649,0.20912642732628,0.33386241109996
ACSM4,0,NA,NA,NA,NA,NA
ACSM5,0.29528444728044,-0.000765713104559477,0.0562424650397314,-0.0136145011428385,0.989137535304174,NA
ACSS1,401.99587579993,0.357988403753536,0.0918673066897764,3.8967987269118,9.74725596359868e-05,0.000483514807668948
ACSS2,490.694712510789,0.257622461297343,0.0905789820549701,2.84417483452175,0.00445266080126233,0.0139551447023446
ACSS3,216.615260079081,0.228617031596502,0.119440351678158,1.91406864082692,0.0556113857892733,0.116897694874248
ACTA1,63.4715313208422,-0.309600732401255,0.182442387304268,-1.6969780815514,0.0897008044901308,0.172039760637112
ACTA2,267.836105952352,0.497859307016064,0.113611387431628,4.38212505164306,1.17527315182229e-05,7.35898533823085e-05
ACTB,43085.6375164185,-0.550966358527689,0.0651991000268748,-8.45052091670871,2.90005950913758e-17,1.54812000267197e-15
ACTBL2,48.8995181394735,-1.02638986421117,0.192134043955356,-5.34205101335223,9.19007824010238e-08,9.06521304662273e-07
ACTC1,9.06032710418938,-0.119500270346834,0.197212072610091,-0.605948047526979,0.544549252400096,0.67428835945691
ACTG1,52141.0495132938,-0.229807432191106,0.050947108439525,-4.51070608774374,6.46121934607235e-06,4.2904072365078e-05
ACTG2,2.5626830078845,0.0367915494095993,0.138869450346725,0.264936235563253,0.791058583481504,0.863881666076372
ACTL10,1.69546510559063,-0.0183146555925693,0.116057382699335,-0.157806898334217,0.874608962688941,NA
ACTL6A,2421.58803951928,-0.286783776882798,0.0548160233103081,-5.23175085611999,1.67911966630709e-07,1.57182921198432e-06
ACTL6B,2.56657708039329,-0.066376133188439,0.140198724369644,-0.473443203473334,0.635897012900628,0.749882883751932
ACTL7A,0,NA,NA,NA,NA,NA
ACTL7B,0.740979458810208,-0.0829781238881258,0.0790149221877084,-1.05015763593366,0.293645643377984,NA
ACTL8,14.6904232984731,-0.785712460881488,0.205511728380651,-3.82320010187536,0.000131730788700321,0.000630663081307078
ACTL9,0.111368293034921,-0.0103108748218734,0.0419530046211384,-0.245772023124136,0.805858715206506,NA
ACTN1,2243.42012299964,-0.0264005371136276,0.0558749354877202,-0.472493379780809,0.636574665994667,0.750302847898325
ACTN2,527.98355894222,0.296557491106825,0.090045538128175,3.29341683409889,0.000989776180466629,0.0037591243682684
ACTN3,1.89485152672523,0.00513466307810545,0.118334846331452,0.0433909641773941,0.965389880460895,NA
ACTN4,5164.2040108317,-0.360294234389569,0.057853666771697,-6.22768191705753,4.73386926189171e-10,7.41397453432418e-09
ACTR10,1426.61790621475,-0.178680716349303,0.0604091132522634,-2.95784372141248,0.00309799143189298,0.0101637461360336
ACTR1A,3661.01434794381,-0.230120844748014,0.0515943515505711,-4.46019453355194,8.1885292804572e-06,5.32482586768584e-05
ACTR1B,1527.97633291225,0.18838556551602,0.067625143089371,2.78573259752007,0.00534069084038999,0.0163157256176866
ACTR2,9242.10713223612,-0.191720417797439,0.0640035362756126,-2.99546601568781,0.00274025834665061,0.00915186126344949
ACTR3,4562.41757194692,0.0361218689925321,0.0509120656114257,0.709495255372737,0.478017194784326,0.61585384311081
ACTR3B,532.892434582908,-0.619733075656747,0.0834612442647008,-7.42539943079733,1.12440074976403e-13,3.40131226803618e-12
ACTR3BP2,0,NA,NA,NA,NA,NA
ACTR3BP5,15.4385897416359,-0.603050134504691,0.206591931281159,-2.91904011335262,0.00351111039459844,0.0113472189832641
ACTR3C,23.8836578380442,-0.261553219141551,0.206565296767471,-1.26620116367359,0.20544107101701,0.329266080755774
ACTR5,395.172070548911,-0.400678294020916,0.0932392971055744,-4.29731139615124,1.72882248631593e-05,0.000102954120721731
ACTR6,1147.96213299352,0.100955577287638,0.0776952541819425,1.29937894341945,0.193813914292679,0.315145360339529
ACTR8,817.027009317876,-0.102572423919307,0.0711398710260332,-1.44184157828697,0.14934707038974,0.257584668442234
ACTRT1,0,NA,NA,NA,NA,NA
ACTRT2,0,NA,NA,NA,NA,NA
ACVR1,435.427546041384,0.0895496420502527,0.0879234828484048,1.01849516362599,0.308442698062704,0.446153499765719
ACVR1B,1448.39756014173,-0.259014710439447,0.0579139218889802,-4.47240839492743,7.73435360323857e-06,5.04756956088302e-05
ACVR1C,208.045088811119,0.789115488268097,0.123747022029976,6.37684426924589,1.80774111729658e-10,3.05056313543798e-09
ACVR2A,333.894633098447,0.142357866456999,0.103145672260721,1.38016325199919,0.167536385760671,0.282047496794863
ACVR2B,3691.09936210204,-0.0835589825327411,0.0640733418762709,-1.3041146299829,0.192194501416059,0.313031221275982
ACVRL1,81.1402152699527,-0.158622521463889,0.15649164973028,-1.01361652035289,0.31076577159158,0.448798415608563
ACY1,23.5067786102295,0.286070822330991,0.20574635142185,1.39040532361349,0.164405830806825,0.278009238740112
ACY3,0.129861596500583,-0.0103108748218734,0.0419530046211384,-0.245772023124136,0.805858715206506,NA
ACYP1,346.919081829721,0.127536703069041,0.0960450937952001,1.32788358082082,0.184216569703198,0.303283376950387
ACYP2,72.5720291224412,-0.328702950569523,0.168831480920297,-1.94692926211255,0.051543215890733,0.109884134070261
ADA,380.779079631561,0.312281700423583,0.0991665295524366,3.14906351803365,0.00163794589698135,0.00587395087314825
ADAD1,0.271190608352987,-0.000640880788932715,0.0515336752471292,-0.012436155307367,0.990077639447169,NA
ADAD2,0.382738866172,0.0201780642495857,0.0608909372697224,0.331380418077735,0.740357154219919,NA
ADAL,548.023848582808,-0.13062923121801,0.0840124621843188,-1.55487921460291,0.119974838529441,0.217105695921317
ADAM1,197.160624301402,-0.431644444609382,0.124147729371487,-3.47686137148568,0.000507320051920661,0.00208794987355102
ADAM10,1351.11128902643,0.166769203747853,0.0713730028053669,2.33658662509451,0.0194606885796757,0.0488510547146182
ADAM11,533.881090587041,0.419716689600028,0.0825725933765461,5.08300239143566,3.71515022265713e-07,3.22974874332646e-06
ADAM12,130.667143123396,0.148967120621178,0.140468293418288,1.0605035271382,0.28891558619341,0.425159623059681
